margin_bin,n,mean_margin,mean_dOVRL,mean_dSIG,mean_dBAK,med_dOVRL,med_dSIG,med_dBAK,mean_noisy_OVRL,mean_enh_OVRL
"(0.2, 0.3]",30,0.24956904351711273,0.45934386203631994,0.034767065557846116,1.012366316287213,0.44650138633377545,-0.07171338793707416,0.9501669288350274,2.35656521794143,2.81590907997775
"(0.3, 0.5]",14,0.3446462133101055,0.5842141369496144,0.26278262571272454,1.2019461220040422,0.5952787810777577,0.03852538152774487,1.2268649615420113,2.04625281250956,2.630466949459174
